Serial Number,Chinese Full Name,English Name,Geological time,Other names,Notes,location,location,location,location,location,location,location,location,location,location,location,location,location,location,location,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
372089,宣威组,Xuanwei Fm,P2,大龙潭含煤系、圭山煤系、玄威煤系、沙湾组［2］,,sichuan,,,,,,,,,,,,,,,玄武岩,砾岩,砂岩,细砂岩,粉砂岩,粘土,泥岩,粘土岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372090,丫洲组,Ya zhou Fm(Central Island Fm),P2,,"李作明1984(1987)年报导在本组发现华南晚二叠世植物化石(大羽羊齿),认为相当于龙潭组或乐平组",Hong Kong,,,,,,,,,,,,,,,砂岩,石英砂岩,粉砂岩,页岩,黑色页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372091,羊八寨组,Yangbazhai Fm,P2,老公寨组、龙潭组,,yunnan,,,,,,,,,,,,,,,凝灰岩,砂岩,细砂岩,石英砂岩,岩屑砂岩,粉砂岩,泥质粉砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372092,杨岗组,Yanggang Fm,P2,,,heilongjiang,,,,,,,,,,,,,,,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372093,云盖山段,Yungaishan Mem,P2,,,henan,,,,,,,,,,,,,,,砂岩,粉砂岩,泥岩,海绵岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372094,熨斗滩组,Yundoutan Fm,P2,,,shaanxi,,,,,,,,,,,,,,,生物碎屑灰岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372095,扎河坝组,Zhaheba Fm,P2,,,xinjiang,,,,,,,,,,,,,,,凝灰角砾岩,凝灰岩,碎屑岩,砂岩,泥岩,页岩,油页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372096,忠什公组,Zhongshigong Fm,P2,,隶属诺音河群,qinghai,,,,,,,,,,,,,,,砂岩,长石砂岩,粉砂岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371001,阿尔巴萨依组,Aerbasayi Fm,P1,库莱组、缪林托凯山组、阿其克布拉克组,,xinjiang,,,,,,,,,,,,,,,玄武玢岩,钠长斑岩,石英斑岩,霏细钠长斑岩,流纹斑岩,霏细斑岩,英安斑岩,火山角砾岩,凝灰岩,晶屑凝灰岩,砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371002,阿其克布拉克组,Aqikebulake Fm,P1,,原大热泉子组现归阿其克布拉克组上部,hunan,xinjiang,,,,,,,,,,,,,,砾岩,砂岩,粗砂岩,细砂岩,粉砂岩,生物碎屑灰岩,硅质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371003,巴勒迪尔塔格组,Balediertage Fm,P1,,,xinjiang,,,,,,,,,,,,,,,砾岩,砂岩,钙质砂岩,页岩,钙质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371004,巴立克立克组,Balikelike Fm,P1,乌坦阔勒组,,xinjiang,,,,,,,,,,,,,,,砂岩,粉砂岩,泥质粉砂岩,泥岩,页岩,碳质页岩,生物碎屑灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371005,巴音河群,Bayinhe Gr,P1,,诺音河群归入本群内,gansu,qinghai,,,,,,,,,,,,,,砾岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371006,坝溜组,Baliu Fm,P1,茅口组,,yunnan,,,,,,,,,,,,,,,凝灰岩,砂岩,细砂岩,粉砂岩,泥岩,生物灰岩,白云质灰岩,硅质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371007,白定浦组,Baidingpu Fm,P1,,,Tibet,,,,,,,,,,,,,,,结晶灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371008,包磨山组,Baomoshan Fm,P1,风窝段、水坝山组、垭口田组、 花贡组、垭口田段,,guizhou,,,,,,,,,,,,,,,碎屑岩,砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371009,包特格组,Baotege Fm,P1,,,Inner Mongolia,,,,,,,,,,,,,,,砾岩,砂岩,生物碎屑灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371010,碧云山组,Biyunshan Fm,P1,,,xinjiang,,,,,,,,,,,,,,,砂岩,石英砂岩,钙质石英砂岩,岩屑砂岩,长石岩屑砂岩,泥岩,钙质泥岩,生物灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371011,丙麻组,Bingma Fm,P1,曼里组,,yunnan,,,,,,,,,,,,,,,凝灰岩,凝灰质砂岩,碎屑岩,泥岩,页岩,砂质页岩,粉砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371012,草地沟组,Caodigou Fm,P1,,,qinghai,,,,,,,,,,,,,,,碎屑岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371013,车头组,Chetou Fm,P1,彭家段、安州组中段、上饶组下段、茅口组上段 =,,jiangxi,,,,,,,,,,,,,,,砂岩,粉砂岩,泥岩,页岩,碳质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371014,冲头段,Chongtou Mem,P1,,,guizhou,,,,,,,,,,,,,,,页岩,砾屑灰岩,泥质灰岩,白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371015,大坝组,Daba Fm,P1,双河(岩)组,,yunnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371016,大东厂组,Dadongchang Fm,P1,双河(岩)组,,yunnan,,,,,,,,,,,,,,,碳酸盐岩,白云质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371017,大河深组,Daheshen Fm,P1,余富屯组、范家屯组、一拉溪组,,jilin,,,,,,,,,,,,,,,凝灰岩,凝灰质砂岩,石灰岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371018,大红山组,Dahongshan Fm,P1,,,Inner Mongolia,,,,,,,,,,,,,,,凝灰岩,砾岩,砂岩,石英砂岩,泥岩,泥灰岩,角岩,板岩,碳质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371019,大黄沟组,Dahuanggou Fm,P1,,,Inner Mongolia,gansu,qinghai,ningxia,,,,,,,,,,,,砂岩,泥岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371020,大名山组,Damingshan Fm,P1,回行组、景冒组,,yunnan,,,,,,,,,,,,,,,生物碎屑灰岩,鲕状灰岩,白云质灰岩,致密灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371021,大石寨组,Dashizhai Fm,P1,阿林河组、西里庙组,包括西里庙组、斑布加拉嘎组、高家窝棚组、包特格组三岩段、青凤山组、达里诺尔组火山岩,Inner Mongolia,heilongjiang,,,,,,,,,,,,,,凝灰岩,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371022,大蒜沟组,Dasuangou Fm,P1,庙岭组、寺洞沟组,,jilin,,,,,,,,,,,,,,,凝灰质砾岩,角砾岩,砂岩,含砾砂岩,粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371023,大新山组,Daxinshan Fm,P1,,,yunnan,,,,,,,,,,,,,,,砂岩,岩屑砂岩,长石岩屑砂岩,片岩,板岩,砂质板岩,千枚岩,钠长绿泥千枚岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371024,当冲组,Dangchong Fm,P1,狮子形组上段,本组湖南认为与孤峰组相当，应更名(现暂保留--编者注),jiangxi,hunan,,,,,,,,,,,,,,泥岩,硅质泥岩,页岩,泥页岩,钙质页岩,硅质页岩,黑色页岩,锰质岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371025,东坝组,Dongba Fm,P1,,,yunnan,Tibet,,,,,,,,,,,,,,碎屑岩,白云质灰岩,结晶灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371026,东涌组,Dongyong Fm(Tong chong Fm),P1,,,Hong Kong,,,,,,,,,,,,,,,结晶灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371027,洞子沟组,Dongzigou Fm,P1,,,heilongjiang,,,,,,,,,,,,,,,砂岩,石英砂岩,长石石英砂岩,长石砂岩,板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371028,峨查组,Echa Fm,P1,,“光片山组”为鹅顶组之误 ；上覆的“峨查组”实为南龙组，故命名剖面作为正层型不妥,hainan,,,,,,,,,,,,,,,砂岩,石英砂岩,生物屑微晶灰岩,板岩,砂质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371029,额阿钦(岩)群,Eaqin Gr,P1,,,sichuan,,,,,,,,,,,,,,,凝灰岩,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371030,额阿钦组,Eaqin Fm,P1,嘎金雪山群、中心绒群上 段,已降群为组,sichuan,,,,,,,,,,,,,,,凝灰岩,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371031,额里图组,Elitu Fm,P1,,,Inner Mongolia,,,,,,,,,,,,,,,安山岩,凝灰角砾岩,碎屑岩,砂岩,细砂岩,石英砂岩,长石砂岩,粉砂岩,页岩,砂质页岩,粉砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371032,二龙山组,Erlongshan Fm,P1,,,heilongjiang,,,,,,,,,,,,,,,碎屑岩,砂岩,石英砂岩,长石砂岩,海绿石砂岩,页岩,黑色页岩,纸状页岩,石灰岩,叠层石灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371033,范家屯组,Fanjiatun Fm,P1,吴家屯组、哲斯组,,jilin,,,,,,,,,,,,,,,凝灰质砾岩,凝灰质砂岩,粉砂岩,石灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371034,改交段,Gaijiao Mem,P1,,属四大寨组,guizhou,,,,,,,,,,,,,,,粘土,粘土岩,砾屑灰岩,泥质灰岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371035,高井朝组,Gaojingchao Fm,P1,栖霞组,,yunnan,,,,,,,,,,,,,,,玢岩,英安斑岩,火山角砾岩,凝灰岩,砂岩,石英砂岩,长石石英砂岩,钙质砂岩,粉砂岩,泥质粉砂岩,页岩,砂质页岩,粉砂质页岩,碳酸盐岩,变粗玄岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371036,孤峰组,Gufeng Fm,P1,珞珈石灰岩、鸣山层、丁家山层、文笔山组、当冲组、官山组,,jiangsu,zhejiang,anhui,hubei,hunan,guangdong,guangxi,sichuan,,,,,,,,泥岩,页岩,泥页岩,硅质页岩,碳质页岩,碳酸盐岩,石灰岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371037,谷田组,Gutian Fm,P1,连阳煤组,,guangdong,,,,,,,,,,,,,,,砂岩,细砂岩,粉砂岩,页岩,碳质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371038,哈尔加乌组,Haerjiawu Fm,P1,恰勒巴依组,,xinjiang,,,,,,,,,,,,,,,玄武岩,玄武玢岩,杏仁状玄武岩,霏细斑岩,火山角砾岩,凝灰岩,碎屑岩,砂岩,粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371039,黑山段,Heishan Mem,P1,,,shandong,,,,,,,,,,,,,,,砂岩,石英砂岩,长石石英砂岩,粉砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371040,红柳河组,Hongliuhe Fm,P1,红柳河岩系、牙曼苏组第三亚组,,gansu,xinjiang,,,,,,,,,,,,,,玄武岩,橄榄玄武岩,玢岩,安山岩,凝灰岩,岩屑凝灰岩,砾岩,砂岩,钙质砂岩,泥岩,碳质泥岩,砂质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371041,红叶桥火山岩,Hongyeqiao Volcanic Rock,P1,,,heilongjiang,,,,,,,,,,,,,,,玄武岩,玢岩,安山岩,花岗岩,流纹岩,英安岩,角砾熔岩,凝灰熔岩,凝灰岩,凝灰质砾岩,凝灰质砂岩,凝灰质粉砂岩,碳酸盐岩,结晶灰岩,变安山岩,板岩,千枚状板岩,凝灰质板岩,粉砂质板岩,千枚岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371042,猴子关灰岩,Houziguan Limestone,P1,,,guizhou,,,,,,,,,,,,,,,礁灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371043,吉东龙组,Jidonglong Fm,P1,,,yunnan,,,,,,,,,,,,,,,角斑岩,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371044,加温达坂组,Jiawendaban Fm,P1,,,xinjiang,,,,,,,,,,,,,,,砂岩,细砂岩,石英砂岩,粉砂岩,生物碎屑灰岩,砂质灰岩,角砾状灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371045,佳木河组,Jiamuhe Fm,P1,,,xinjiang,,,,,,,,,,,,,,,辉绿岩,安山岩,火山角砾岩,凝灰岩,凝灰质砂岩,碎屑岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371046,交嘎组,Jiaoga Fm,P1,热曲卡群、莽错组,,Tibet,,,,,,,,,,,,,,,凝灰岩,晶屑凝灰岩,碎屑岩,砾岩,砂岩,粉砂岩,泥质粉砂岩,页岩,钙质页岩,生物灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371047,金塔组,Jinta Fm,P1,梧桐沟组,,Inner Mongolia,,,,,,,,,,,,,,,玄武岩,火山角砾岩,凝灰岩,凝灰质砂岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371048,九十道班组,Jiushidaoban Fm,P1,,隶属开心岭群,qinghai,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371049,喀大崩组,Kadabeng Fm,P1,,,yunnan,,,,,,,,,,,,,,,玄武岩,砂岩,粉砂岩,粘土,硅质粘土,粘土岩,生物碎屑灰岩,白云质灰岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371050,喀尔瓦组,Kaerwa Fm,P1,,,xinjiang,,,,,,,,,,,,,,,砾岩,钙质砾岩,砂岩,细砂岩,石英砂岩,岩屑石英砂岩,岩屑砂岩,长石岩屑砂岩,钙质砂岩,粉砂岩,钙质粉砂岩,页岩,碳质页岩,生物碎屑灰岩,钙质岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371051,卡拉岗组,Kalagang Fm,P1,莫老坝组、三塘湖组,,xinjiang,,,,,,,,,,,,,,,玢岩,钠长斑岩,流纹岩,霏细斑岩,火山角砾岩,凝灰岩,砂岩,粗砂岩,粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371052,卡仑达尔组,Kalundaer Fm,P1,萨热哲依组,,xinjiang,,,,,,,,,,,,,,,砂岩,岩屑砂岩,钙质砂岩,粉砂岩,钙质粉砂岩,泥岩,碳质泥岩,泥质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371053,开派兹雷克组,Kaipaizileike Fm,P1,,,xinjiang,,,,,,,,,,,,,,,玄武岩,橄榄玄武岩,凝灰岩,砂岩,长石砂岩,岩屑砂岩,长石岩屑砂岩,泥岩,页岩,碳质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371054,康马组,Kangma Fm,P1,,,Tibet,,,,,,,,,,,,,,,结晶灰岩,板岩,灰色板岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371055,柯岛群(组),Kedao Gr(Fm),P1,寺洞沟组、庙岭组、豆满层、光明组、新屯组、香仁坪组、满河组等,,jilin,,,,,,,,,,,,,,,凝灰质砂岩,碎屑岩,砾岩,粉砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371056,空喀山口组,Kongkashankou Fm,P1,巴兰格组及纳贺湾组上部、塔什立克湖群,,Tibet,xinjiang,,,,,,,,,,,,,,砂岩,石英砂岩,页岩,砂质页岩,粉砂质页岩,生物灰岩,泥质灰岩,角砾状灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371057,库尔干组,Kuergan Fm,P1,,,xinjiang,,,,,,,,,,,,,,,砾岩,砂岩,粗砂岩,细砂岩,泥岩,页岩,碳质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371058,库普库兹满组,Kupukuziman Fm,P1,,,xinjiang,,,,,,,,,,,,,,,玄武岩,石英斑岩,凝灰岩,砂岩,岩屑砂岩,长石岩屑砂岩,粉砂岩,钙质粉砂岩,泥岩,钙质泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371059,昆克拉契组,Kunkelaqi Fm,P1,,本组又称为空古拉奇组,xinjiang,,,,,,,,,,,,,,,凝灰岩,砂岩,细砂岩,钙质砂岩,粉砂岩,泥岩,钙质泥岩,石灰岩,叠层石灰岩,礁灰岩,泥质灰岩,角砾状灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371060,拉竹河组,Lazhuhe Fm,P1,茅口组,,yunnan,,,,,,,,,,,,,,,泥岩,生物碎屑灰岩,泥灰岩,板岩,黑色板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371061,勒门沟组,Lemengou Fm,P1,,隶属巴音河群,hainan,qinghai,,,,,,,,,,,,,,花岗岩,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371062,梁山组,Liangshan Fm,P1,垭口田组、王家铺组、倒石头组、矿山组(煤系)、铜矿溪组、阎王沟系(组)、黔阳组、马鞍煤系(组)、麻土坡组(段)、牌楼煤系、上煤组,,zhejiang,jiangxi,hubei,hunan,guangdong,sichuan,guizhou,yunnan,shaanxi,,,,,,,砂岩,粘土,页岩,铁质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371063,亮子川组,Liangzichuan Fm,P1,,,heilongjiang,,,,,,,,,,,,,,,玄武岩,碎屑岩,砂岩,粉砂岩,角岩化粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371064,柳塘段,Liutang Mem,P1,下石盒子组,正层型已被破坏,liaoning,,,,,,,,,,,,,,,砂岩,粘土,粘土岩,页岩,铝土矿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371065,龙格组,Longge Fm,P1,先遣组,,Tibet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371066,洛巴堆组,Luobadui Fm,P1,,,Tibet,,,,,,,,,,,,,,,白云质灰岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371067,骆驼沟组,Luotuogou Fm,P1,印尼喀拉岩系,印尼喀拉组命名早于本组，应选用之--编者注,xinjiang,,,,,,,,,,,,,,,流纹岩,流纹斑岩,凝灰角砾岩,凝灰岩,碎屑岩,砂岩,粗砂岩,细砂岩,页岩,钙质页岩,碳质页岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371068,马尔争组,Maerzheng Fm,P1,,属布青山群,qinghai,,,,,,,,,,,,,,,玄武岩,砾岩,砂岩,岩屑砂岩,粉砂岩,变玄武岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371069,莽错组,Mangcuo Fm,P1,,,Tibet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371070,茅口组,Maokou Fm,P1,三口江组、清溪冲灰岩、马鹿塘系、观音洞纺锤虫灰岩、董公寺灰岩、十子铺灰岩、狮子形灰岩(组)、赤颜寺灰岩(上部)、五十三梯系、倒钻石灰岩等,本组与四大寨组及孤峰组沿走向相变 在广东省伏于童子岩组之下,jiangxi,hubei,hunan,guangdong,guangxi,sichuan,guizhou,,,,,,,,,页岩,泥质灰岩,含燧石结核灰岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371071,庙岭组,Miaoling Fm,P1,柯岛组,,jilin,heilongjiang,,,,,,,,,,,,,,凝灰质砂岩,粉砂岩,泥岩,角砾状灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371072,鸣山硅质岩(组),Mingshan Siliceous Rock(Fm),P1,,"最初称鸣山层,安徽、浙江将其对比为孤峰组",zhejiang,anhui,fujian,jiangxi,,,,,,,,,,,,页岩,钙质页岩,硅质页岩,微晶灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371073,南港组,Nangang Fm,P1,狮子形组上段、章江组,本组与台湾南港组为同名异物,jiangxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371074,诺日巴尕日保组,Nuoribagaribao Fm,P1,,属开心岭群,qinghai,,,,,,,,,,,,,,,砾岩,砂岩,石英砂岩,长石石英砂岩,岩屑砂岩,粉砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371075,平阳镇组,Pingyangzhen Fm,P1,,,heilongjiang,,,,,,,,,,,,,,,砂岩,片岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371076,普司格组,Pusige Fm,P1,,,xinjiang,,,,,,,,,,,,,,,砂岩,粗砂岩,钙质砂岩,粉砂岩,泥岩,钙质泥岩,硅质泥岩,砾泥岩,含砾泥岩,砂质灰岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371077,栖霞组,Qixia Fm,P1,大会山组、东沟组、大奄灰岩、水洞里灰岩、笔架山灰岩,下伏层在云南为梁山组、黄龙组、光山营组、水长阱组、下密地组、西门崖子组；福建为鸣山组、船山组、泉上组；江西为梁山组、壶天组 本组上覆层在云南称茅口组；湖南为小江边组；福建为鸣山组或泉上组；江西为小江边组或茅口组 在云南境内茅口组与栖霞组难以划开，合并称阳新组 陕西境内本组不易单独划分开，统归于阳新组下部 本组正层型在南京栖霞山，已破坏，故另选新层型,jiangsu,zhejiang,anhui,fujian,jiangxi,hubei,hunan,guangdong,guangxi,sichuan,guizhou,yunnan,,,,碎屑岩,页岩,硅质页岩,碳酸盐岩,石灰岩,生物碎屑灰岩,微晶灰岩,臭灰岩,泥质灰岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371078,棋盘组,Qipan Fm,P1,丘盘达里岩系、萨克马尔亚丁斯克建造,,xinjiang,,,,,,,,,,,,,,,玄武岩,砾岩,砂岩,粗砂岩,石英砂岩,钙质砂岩,粉砂岩,钙质粉砂岩,泥岩,页岩,碳质页岩,介壳灰岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371079,青龙屯组,Qinglongtun Fm,P1,,,jilin,,,,,,,,,,,,,,,玢岩,安山岩,玄武安山岩,砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371080,曲布组,Qubu Fm,P1,卡当组,,Tibet,,,,,,,,,,,,,,,砂岩,石英砂岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371081,曲嘎组,Quga Fm,P1,巨日浦组、西藏组,,Tibet,,,,,,,,,,,,,,,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371082,泉上组,Quanshang Fm,P1,栖霞组上段,本组与鸣山组层位相当，空间上相互交叉相变,fujian,,,,,,,,,,,,,,,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371083,三道桥组,Sandaoqiao Fm,P1,,,sichuan,,,,,,,,,,,,,,,砾屑灰岩,砂屑灰岩,结晶灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371084,山谷旗组,Shanguqi Fm,P1,柯岛组下亚组、下柯岛组、柯岛组、光明组,,jilin,,,,,,,,,,,,,,,砾岩,砂岩,含砾砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371085,胜利沟组,Shengligou Fm,P1,下芨芨槽群、贝勒库都克组,,xinjiang,,,,,,,,,,,,,,,砾岩,砂岩,粗砂岩,泥岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371086,石人子沟组,Shirenzigou Fm,P1,,,xinjiang,,,,,,,,,,,,,,,霏细岩,火山角砾岩,凝灰岩,砂岩,细砂岩,钙质砂岩,粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
